Code,Part no,Partcode,Desc,Plan-IT FC,May-25,Jun-25,Jul-25,Aug-25,Sep-25,Oct-25,Nov-25,Dec-25,Jan-26,Feb-26,Mar-26,Apr-26,Total Qty,Sales Trend,L12 M sales,L6 M Sales,L3 M Sales,Max,Trend,Monthly FC  L6 M,FC Variance,% Variance,Trend
VO,82426818,VO82426818,LAMP,,,,2,1,,,,,,,,,3,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,82433832,VO82433832,HANDLE,,,1,,,,,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,82440282,VO82440282,HEADLAMP PROTECTOR,,,,,,,,,1,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,82441589,VO82441589,PANEL,,,,,,,,,1,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,82462158,VO82462158,SEAL,,,,,,2,,1,2,0,1,2,,8,, 1 , 1 , 1 , 1 , 1.00 , 1.00 , 1.00 , 100.0% ▲, Moderate Trend
VO,82467720,VO82467720,BRACKET,,,,,,1,,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,82473342,VO82473342,GAS SPRING,,,,,,,,,,,2,,,2,, -   , -   , 1 , 1 , -   , -   , -   , ►, Downward Trend
VO,82474756,VO82474756,FILTER WASHER,,,,,,,1,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,82485681,VO82485681,NOZZLE,,4,4,2,,3,2,,4,0,2,2,1,24,, 2 , 2 , 2 , 2 , 1.00 , 2.00 , 2.00 , 100.0% ▲, Moderate Trend
VO,82485683,VO82485683,WIPER BLADE KIT,,10,41,49,21,23,25,10,21,4,13,12,17,246,, 21 , 13 , 14 , 21 , 0.70 , 13.00 , 13.00 , 100.0% ▲, Downward Trend
VO,82499484,VO82499484,DOOR LOCK KIT,,,,,,,,,,,,2,0,2,, -   , -   , 1 , 1 , -   , -   , -   , ►, Downward Trend
VO,82601461,VO82601461,BAR,,,,,,,,,1,1,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,82610575,VO82610575,RETAINER,,,,,,,,10,,,,,,10,, 1 , 2 , -   , 2 , -   , 2.00 , 2.00 , 100.0% ▲, Downward Trend
VO,82637695,VO82637695,MUDGUARD,,,,,,,,1,1,0,1,2,0,5,, -   , 1 , 1 , 1 , -   , 1.00 , 1.00 , 100.0% ▲, Downward Trend
VO,82648359,VO82648359,RETAINER,,,,,,,,,,,,4,0,4,, -   , 1 , 1 , 1 , -   , 1.00 , 1.00 , 100.0% ▲, Downward Trend
VO,82653839,VO82653839,MUDGUARD EXTENSION,,,,,,,,,,,,2,0,2,, -   , -   , 1 , 1 , -   , -   , -   , ►, Downward Trend
VO,82674220,VO82674220,MUDGUARD EXTENSION,,,,,,1,,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,82674649,VO82674649,WHEEL ARCH LINER,,1,,1,,1,,,1,0,2,1,,7,, 1 , 1 , 1 , 1 , 1.00 , 1.00 , 1.00 , 100.0% ▲, Moderate Trend
VO,82681385,VO82681385,RETAINER,,,,2,,2,,,2,0,4,4,,14,, 1 , 2 , 3 , 3 , 3.00 , 2.00 , 2.00 , 100.0% ▲, Upward Trend
VO,82681387,VO82681387,RETAINER,,,2,,,2,,2,2,0,,,,8,, 1 , 1 , -   , 1 , -   , 1.00 , 1.00 , 100.0% ▲, Downward Trend
VO,82682614,VO82682614,WHEEL ARCH LINER,,,1,,,,,1,1,,,,,3,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,82691559,VO82691559,MUDGUARD EXTENSION,,,,,,,,,,,1,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,82692638,VO82692638,BRACKET,,,3,1,,,,,1,0,1,1,,7,, 1 , 1 , 1 , 1 , 1.00 , 1.00 , 1.00 , 100.0% ▲, Moderate Trend
VO,82694421,VO82694421,BUMPER,,,,1,,,1,1,1,0,2,1,,7,, 1 , 1 , 1 , 1 , 1.00 , 1.00 , 1.00 , 100.0% ▲, Moderate Trend
VO,82694422,VO82694422,BUMPER,,,1,,,1,,1,1,0,,,,4,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,82698912,VO82698912,MUDGUARD BRACKET,,,,1,,1,,,1,0,,,,3,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,82698913,VO82698913,MUDGUARD BRACKET,,,,,,,,,1,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,82699239,VO82699239,HEADLAMP PROTECTOR,,,,,,,,,1,0,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,82699240,VO82699240,HEADLAMP PROTECTOR,,,,,,,,1,1,0,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,82771584,VO82771584,RECEIVER DRIER,,,,1,2,,,1,,,,,,4,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,82814707,VO82814707,BULB KIT,,,2,,,,,,,,,,1,3,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,82827651,VO82827651,FILLER NECK,,,,1,0,,1,,,,1,1,,4,, -   , -   , 1 , 1 , -   , -   , -   , ►, Downward Trend
VO,82849295,VO82849295,CLIP RETAINER,,,,,,,,,,,,18,0,18,, 2 , 3 , 6 , 6 , 3.00 , 3.00 , 3.00 , 100.0% ▲, Upward Trend
VO,82858015,VO82858015,INSPECTION COVER,,,,,,1,,,,,1,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,82858016,VO82858016,INSPECTION COVER,,,,,,,,,,,1,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,82858017,VO82858017,INSPECTION COVER,,,,,,,,,,,1,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,82858048,VO82858048,GLOVE COMPARTMENT,,,,,0,,,,1,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,82859683,VO82859683,ROLLER BLIND,,,1,,,,,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,82862131,VO82862131,COVER,,,,1,,1,,,,,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,82863283,VO82863283,COVER PANEL,,,,,,,,,,,1,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,82874925,VO82874925,PIPE,,,,,,,,,1,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,82880825,VO82880825,SEAL,,,,,1,1,,,,,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,82880827,VO82880827,SEAL,,,,,,,,,,,,1,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,82904526,VO82904526,COVER PANEL,,,,,,,,,,,,,1,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,82928883,VO82928883,BRACKET,,,,1,,,,1,1,0,,1,,4,, -   , 1 , -   , 1 , -   , 1.00 , 1.00 , 100.0% ▲, Downward Trend
VO,82943981,VO82943981,BRACKET,,,,,,,,,1,0,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,82972285,VO82972285,STEERING SHAFT,,,,,,1,,,1,1,,,,3,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84004927,VO84004927,MIRROR,,,,1,,1,1,,,,1,,,4,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84014254,VO84014254,SUN VISOR,,1,1,1,,1,2,1,2,0,2,2,,13,, 1 , 1 , 1 , 1 , 1.00 , 1.00 , 1.00 , 100.0% ▲, Moderate Trend
VO,84027783,VO84027783,AIR DUCT,,,,,,,,,,,,2,0,2,, -   , -   , 1 , 1 , -   , -   , -   , ►, Downward Trend
VO,84028392,VO84028392,AIR DUCT,,,,,,,,,,,,1,0,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84035947,VO84035947,WIPER BLADE,,14,10,7,2,8,,4,4,,4,6,3,62,, 5 , 4 , 4 , 5 , 0.80 , 4.00 , 4.00 , 100.0% ▲, Moderate Trend
VO,84043040,VO84043040,DOOR WINDOW PANE,,,,,1,2,,,,,1,,,4,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84043042,VO84043042,DOOR WINDOW PANE,,1,,1,,,,2,,,1,,,5,, -   , 1 , -   , 1 , -   , 1.00 , 1.00 , 100.0% ▲, Downward Trend
VO,84044658,VO84044658,SIDE MARKING LAMP,,,,1,,,,1,,,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84046393,VO84046393,CLIP KIT,,,,,,,,,,,,,1,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84046397,VO84046397,O-RING KIT,,,,,,,,,,,,,1,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84055663,VO84055663,COOLANT PIPE,,,,,,1,,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84076657,VO84076657,PIPE,,,,,,1,,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84081002,VO84081002,PUMP,,,,,,1,,1,1,0,1,5,0,9,, 1 , 1 , 2 , 2 , 2.00 , 1.00 , 1.00 , 100.0% ▲, Upward Trend
VO,84081004,VO84081004,PUMP,,,,,,,1,,1,0,,1,1,4,, -   , 1 , 1 , 1 , -   , 1.00 , 1.00 , 100.0% ▲, Downward Trend
VO,84082376,VO84082376,BAR,,,2,,,,,,,,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84092257,VO84092257,WASHER FLUID RESER,,,,,,,,,1,0,,1,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84092259,VO84092259,WASHER FLUID RESERVOIR,,,,,,1,,,,,,1,0,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84096590,VO84096590,MUDGUARD WIDENER,,,,,,,,1,1,,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84096591,VO84096591,MUDGUARD WIDENER,,1,,1,,1,,1,1,0,1,1,,7,, 1 , 1 , 1 , 1 , 1.00 , 1.00 , 1.00 , 100.0% ▲, Moderate Trend
VO,84134279,VO84134279,COVER,,,,,,,,,4,,,,,4,, -   , 1 , -   , 1 , -   , 1.00 , 1.00 , 100.0% ▲, Downward Trend
VO,84150678,VO84150678,BELT,,,1,,,,,1,1,0,,3,0,6,, 1 , 1 , 1 , 1 , 1.00 , 1.00 , 1.00 , 100.0% ▲, Moderate Trend
VO,84151222,VO84151222,BOX BOTTOM,,,,,,1,,1,,,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84151224,VO84151224,LID,,,1,,,,1,,,,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84157282,VO84157282,ANCHORAGE,,,,1,,,,,1,0,1,1,,4,, -   , 1 , 1 , 1 , -   , 1.00 , 1.00 , 100.0% ▲, Downward Trend
VO,84157284,VO84157284,ANCHORAGE,,,,,,,,,1,0,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84167321,VO84167321,KERB OBSERVATION MIRROR,,,,,,,,1,1,,1,,,3,, -   , 1 , -   , 1 , -   , 1.00 , 1.00 , 100.0% ▲, Downward Trend
VO,84167953,VO84167953,DOOR STOP,,,,,,,,,,,,,1,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84168569,VO84168569,KERB OBSERVATION MIRROR,,,,,,,,,,,,,2,2,, -   , -   , 1 , 1 , -   , -   , -   , ►, Downward Trend
VO,84189303,VO84189303,COVER,,,,,,,,,,,,1,0,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84189305,VO84189305,COVER,,,,,,,,,,,,1,0,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84200699,VO84200699,SIDE INDICATOR LAMP,,,,,,,,,,,,5,2,7,, 1 , 1 , 2 , 2 , 2.00 , 1.00 , 1.00 , 100.0% ▲, Upward Trend
VO,84200703,VO84200703,SIDE INDICATOR LAMP,,,,,,,,,,,,3,2,5,, -   , 1 , 2 , 2 , -   , 1.00 , 1.00 , 100.0% ▲, Downward Trend
VO,84201488,VO84201488,STRIKER PLATE,,8,,,,1,,,2,,,,,11,, 1 , -   , -   , 1 , -   , -   , -   , ►, Downward Trend
VO,84203734,VO84203734,BRACKET,,,,1,,1,1,,1,0,1,1,,6,, 1 , 1 , 1 , 1 , 1.00 , 1.00 , 1.00 , 100.0% ▲, Moderate Trend
VO,84203735,VO84203735,BRACKET,,1,1,,,,,,1,0,,1,,4,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84214269,VO84214269,COVER,,1,,,,,,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84216038,VO84216038,SEAL,,,,1,,1,1,,1,,,1,,5,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84219589,VO84219589,COVER PANEL,,,,1,,2,,,,,,,,3,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84220001,VO84220001,HANDLE,,,,1,,1,,,,,,1,,3,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84220003,VO84220003,HANDLE,,,,1,,2,1,1,,,,1,,6,, 1 , -   , -   , 1 , -   , -   , -   , ►, Downward Trend
VO,84223636,VO84223636,HANDLE,,,1,1,,,,,,,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84223638,VO84223638,HANDLE,,,1,,,,,,1,,,1,,3,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84223644,VO84223644,COVER PANEL,,,,,,2,,,1,,,,,3,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84230112,VO84230112,BRACKET,,,,,,1,,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84234836,VO84234836,PANEL,,,1,,,1,,,1,,,1,,4,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84235793,VO84235793,SEAL,,,3,2,,4,2,4,4,0,4,4,,27,, 2 , 3 , 3 , 3 , 1.50 , 3.00 , 3.00 , 100.0% ▲, Upward Trend
VO,84235795,VO84235795,SEAL,,,1,1,1,,,1,1,,,1,,6,, 1 , 1 , -   , 1 , -   , 1.00 , 1.00 , 100.0% ▲, Downward Trend
VO,84236311,VO84236311,DEFLECTOR,,,,1,,1,,,,,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84236363,VO84236363,DEFLECTOR,,,,,,,,1,,,,1,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84241613,VO84241613,HINGE KIT,,,,1,,1,,,,,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84241959,VO84241959,PIPE,,,,,,,,1,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84271177,VO84271177,HEADLAMP WASHER,,,2,,,,,,,,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84271179,VO84271179,HEADLAMP WASHER,,,,1,,,1,,,,,1,,3,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84274554,VO84274554,FRONT PANEL,,,1,,,,,,,,1,2,,4,, -   , 1 , 1 , 1 , -   , 1.00 , 1.00 , 100.0% ▲, Downward Trend
VO,84274580,VO84274580,SUPPORT FRAME,,,3,2,,2,1,1,3,3,2,3,2,22,, 2 , 2 , 2 , 2 , 1.00 , 2.00 , 2.00 , 100.0% ▲, Moderate Trend
VO,84274615,VO84274615,CONCEALING PANEL,,,1,1,,1,1,1,1,0,1,1,,8,, 1 , 1 , 1 , 1 , 1.00 , 1.00 , 1.00 , 100.0% ▲, Moderate Trend
VO,84274646,VO84274646,CONCEALING PANEL,,,1,1,,1,1,2,1,0,,,,7,, 1 , 1 , -   , 1 , -   , 1.00 , 1.00 , 100.0% ▲, Downward Trend
VO,84274912,VO84274912,SIDE PANEL,,,,,,1,,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84285260,VO84285260,TOOL HOLDER,,,,,,1,1,,,,,1,,3,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84285266,VO84285266,TOOL RETAINER,,,,,,1,,,,,,1,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84287673,VO84287673,CABLE,,4,,,,1,,,,,2,,,7,, 1 , -   , 1 , 1 , 1.00 , -   , -   , ►, Moderate Trend
VO,84290861,VO84290861,PANEL,,,,1,,1,,,,,1,,,3,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84290863,VO84290863,PANEL,,,1,1,,,,,1,0,,1,,4,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84291075,VO84291075,CONCEALING PANEL,,1,,,,,,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84291077,VO84291077,CONCEALING PANEL,,1,,,,,,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84291110,VO84291110,BRACKET,,,,,,1,1,,1,0,1,2,,6,, 1 , 1 , 1 , 1 , 1.00 , 1.00 , 1.00 , 100.0% ▲, Moderate Trend
VO,84291112,VO84291112,BRACKET,,,1,1,,,,,1,0,,1,,4,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84299070,VO84299070,ARMREST,,,,1,,,,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84301554,VO84301554,RUBBER STOP,,,2,,,,,,4,,2,,,8,, 1 , 1 , 1 , 1 , 1.00 , 1.00 , 1.00 , 100.0% ▲, Moderate Trend
VO,84318697,VO84318697,PANEL,,,,,,1,1,,,,,1,,3,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84321124,VO84321124,REINFORCEMENT,,,,,,,,,,,1,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84322383,VO84322383,SIDE PANEL,,,,,,,,,1,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84334209,VO84334209,SUPPORT FRAME,,1,2,2,,2,1,5,1,4,,5,1,24,, 2 , 3 , 2 , 3 , 1.00 , 3.00 , 3.00 , 100.0% ▲, Moderate Trend
VO,84335887,VO84335887,HOSE,,,,,1,1,,,,,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84342079,VO84342079,CORNER PANEL,,,,1,,1,1,,,,2,1,,6,, 1 , 1 , 1 , 1 , 1.00 , 1.00 , 1.00 , 100.0% ▲, Moderate Trend
VO,84342082,VO84342082,CORNER PANEL,,,,1,,,,1,1,,,,,3,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84389462,VO84389462,DOOR EXTENSION,,,1,,,,,1,,,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84389565,VO84389565,COVER PANEL,,1,,,,,,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84389587,VO84389587,CONTROL ROD,,,,,,1,,1,1,,,,,3,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84389590,VO84389590,CABLE,,,,,,,,1,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84390557,VO84390557,WINDOW LIFT KIT,,,,,,1,,,,,2,,,3,, -   , -   , 1 , 1 , -   , -   , -   , ►, Downward Trend
VO,84390680,VO84390680,DOOR STOP,,1,,,1,1,1,2,3,,,,,9,, 1 , 1 , -   , 1 , -   , 1.00 , 1.00 , 100.0% ▲, Downward Trend
VO,84391385,VO84391385,SEAL,,,,,,1,,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84401366,VO84401366,AIR INLET,,,,1,1,1,,,,,1,,,4,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84402083,VO84402083,BRACKET KIT,,,,,,1,,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84406924,VO84406924,FRONT PLATE,,,,1,0,1,,,,,1,,,3,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84407376,VO84407376,HEADLAMP PANEL,,,,,,,,,1,0,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84407380,VO84407380,HEADLAMP PANEL,,,,,,,,1,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84407498,VO84407498,HEADLAMP PANEL,,,1,,,2,,1,,,,,,4,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84407515,VO84407515,HEADLAMP PANEL,,,,1,,1,1,2,,,1,2,,8,, 1 , 1 , 1 , 1 , 1.00 , 1.00 , 1.00 , 100.0% ▲, Moderate Trend
VO,84411544,VO84411544,FRONT PENAL,,,,,,,,,1,0,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84411634,VO84411634,COVER,,2,,1,,,,1,1,,,1,,6,, 1 , 1 , -   , 1 , -   , 1.00 , 1.00 , 100.0% ▲, Downward Trend
VO,84411636,VO84411636,Cover,,,,1,,1,,,,,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84411640,VO84411640,COVER,,,,,,,,,1,,1,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84412076,VO84412076,LID,,,,1,,,,,1,0,1,,,3,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84412078,VO84412078,LID,,,,,,,,,1,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84412118,VO84412118,DOOR EXTENSION,,,,1,,1,,,,,1,,,3,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84412647,VO84412647,WINDSCREEN WIPER,,,,,,1,1,2,1,0,,,,5,, -   , 1 , -   , 1 , -   , 1.00 , 1.00 , 100.0% ▲, Downward Trend
VO,84414103,VO84414103,COVER,,,,,1,1,,,1,,,1,,4,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84414107,VO84414107,COVER,,,,,,1,,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84421462,VO84421462,HINGE,,,,,,,1,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84425253,VO84425253,ELECTRIC MOTOR,,,,,,1,,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84425617,VO84425617,AIR FILTER,,5,11,24,13,13,29,17,26,7,15,6,15,181,, 15 , 14 , 12 , 15 , 0.80 , 14.00 , 14.00 , 100.0% ▲, Moderate Trend
VO,84427965,VO84427965,COVER,,1,,1,,,,1,1,,,,,4,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84427967,VO84427967,COVER,,1,,1,,2,,,1,,1,,,6,, 1 , -   , -   , 1 , -   , -   , -   , ►, Downward Trend
VO,84428162,VO84428162,COVER,,,,,,1,,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84431122,VO84431122,HOSE,,,,,,1,,,1,0,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84433379,VO84433379,BRACKET KIT,,,,1,,1,,,,,1,1,,4,, -   , -   , 1 , 1 , -   , -   , -   , ►, Downward Trend
VO,84433380,VO84433380,BRACKET KIT,,,,1,,1,,,1,0,1,1,,5,, -   , 1 , 1 , 1 , -   , 1.00 , 1.00 , 100.0% ▲, Downward Trend
VO,84433384,VO84433384,BRACKET KIT,,,,,,,,,1,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84433385,VO84433385,BRACKET KIT,,,,,,,,,1,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84433448,VO84433448,FOOT BOARD,,,,,,1,,,1,0,2,1,,5,, -   , 1 , 1 , 1 , -   , 1.00 , 1.00 , 100.0% ▲, Downward Trend
VO,84433464,VO84433464,FOOT BOARD,,,,,,,,1,1,,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84433602,VO84433602,COVER PANEL,,,,,,,,,,,1,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84433629,VO84433629,BRACKET,,4,,,,1,,,,,1,,,6,, 1 , -   , -   , 1 , -   , -   , -   , ►, Downward Trend
VO,84433633,VO84433633,BRACKET,,1,1,1,,,,,1,,,,,4,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84434270,VO84434270,NOZZLE,,,,,,1,1,,,,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84437458,VO84437458,HEADLAMP WASHER,,,,,,,,,2,0,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84437460,VO84437460,HEADLAMP WASHER,,,,,,,,1,1,0,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84438847,VO84438847,GAS SPRING,,2,1,2,,4,,,2,,,1,,12,, 1 , 1 , -   , 1 , -   , 1.00 , 1.00 , 100.0% ▲, Downward Trend
VO,84440925,VO84440925,PANEL,,1,,,,,,,1,,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84440939,VO84440939,PANEL,,,1,1,,1,,1,1,,1,,,6,, 1 , 1 , -   , 1 , -   , 1.00 , 1.00 , 100.0% ▲, Downward Trend
VO,84441087,VO84441087,PANEL,,1,,,,,,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84441098,VO84441098,PANEL,,1,,1,,1,,,,,1,,,4,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84441107,VO84441107,PANEL,,1,,,,1,,,1,,,,,3,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84441188,VO84441188,PANEL,,,,,,1,,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84441198,VO84441198,PANEL,,,1,,,1,,,,,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84441228,VO84441228,RETAINER,,,1,,,1,,1,1,,,,,4,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84441508,VO84441508,RETAINER,,,,1,,1,,,,,,1,,3,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84441931,VO84441931,INSULATING COVER,,,,,,,,,,,1,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84442061,VO84442061,AIR DUCT,,,,1,,,,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84442425,VO84442425,COOLANT PIPE,,,2,,,1,1,,,,,1,2,7,, 1 , 1 , 1 , 1 , 1.00 , 1.00 , 1.00 , 100.0% ▲, Moderate Trend
VO,84442759,VO84442759,HANDLE,,,,,,1,,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84447507,VO84447507,PANEL,,,,,,,,,1,,1,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
VO,84447508,VO84447508,PANEL,,,,,,,,,2,,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
